token_type,token_address,receiver,amount,id
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x955c8206361f77b78a4a74555761da1fd770e801,107938,vebao-0x955c8206361f77b78a4a74555761da1fd770e801
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x80350a8fbcd9b95c5efab7da4286f125ced0167e,107931,vebao-0x80350a8fbcd9b95c5efab7da4286f125ced0167e
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9c4d592042f959254485d443bbc337d29572264f,99076,vebao-0x9c4d592042f959254485d443bbc337d29572264f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x4d0e439ba905eb39aee88097433add619cf5257b,98991,vebao-0x4d0e439ba905eb39aee88097433add619cf5257b
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x95e96aa5309af444a643ff732043bc95398010b6,98400,vebao-0x95e96aa5309af444a643ff732043bc95398010b6
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x274aafe0b41adb1f4cf9e644de779c7fcaf8de83,97945,vebao-0x274aafe0b41adb1f4cf9e644de779c7fcaf8de83
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x4253cb6fbf9cb7cd6cf58ff9ed7fc3bdbd8312fe,92284,vebao-0x4253cb6fbf9cb7cd6cf58ff9ed7fc3bdbd8312fe
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x538ded4d0d461206ae8e0c021d5179d3a31d2b12,84166,vebao-0x538ded4d0d461206ae8e0c021d5179d3a31d2b12
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x69e0e2b3d523d3b247d798a49c3fa022a46dd6bd,79964,vebao-0x69e0e2b3d523d3b247d798a49c3fa022a46dd6bd
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9cdf0dd92f48dcc771bc88344b3ae1a4ebfd5a75,79009,vebao-0x9cdf0dd92f48dcc771bc88344b3ae1a4ebfd5a75
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xb85083177705ebb1a9d5719f51abc4dde8526137,75921,vebao-0xb85083177705ebb1a9d5719f51abc4dde8526137
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x4abf2d9b5c48d740ba439ab6329699888f182b71,69700,vebao-0x4abf2d9b5c48d740ba439ab6329699888f182b71
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x7e788c62c9ca849dce399e90f912beae14424616,68791,vebao-0x7e788c62c9ca849dce399e90f912beae14424616
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc68953261c95aa19e853d1fd14aa8c8778b50bb9,67165,vebao-0xc68953261c95aa19e853d1fd14aa8c8778b50bb9
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x45a36603571cc734e045c41b31e56cac51b44284,65994,vebao-0x45a36603571cc734e045c41b31e56cac51b44284
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xa01ad5f0b5c521266d1dd3f926da92f2cd9661e2,64762,vebao-0xa01ad5f0b5c521266d1dd3f926da92f2cd9661e2
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x82e8936b187d83fd6eb2b7dab5b19556e9deff1c,63069,vebao-0x82e8936b187d83fd6eb2b7dab5b19556e9deff1c
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xebf87396267a4829b3a1a3edb400246a9be07723,61402,vebao-0xebf87396267a4829b3a1a3edb400246a9be07723
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xed3824bc9609f8bdb4a548d3c5b1145f4d61b535,60708,vebao-0xed3824bc9609f8bdb4a548d3c5b1145f4d61b535
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xecbbc2e7ce3967b1b3ac8fc00a3985fc727a6b6d,60708,vebao-0xecbbc2e7ce3967b1b3ac8fc00a3985fc727a6b6d
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xe14d3a13830963702fccfc96a1fe4194c8bfbc12,60708,vebao-0xe14d3a13830963702fccfc96a1fe4194c8bfbc12
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc08df41fca7e094285b9a76a1a1c6bc62ef52e96,60708,vebao-0xc08df41fca7e094285b9a76a1a1c6bc62ef52e96
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xaea5365f5a2b5c5a63f6ff1ce14c4c370391fea0,60708,vebao-0xaea5365f5a2b5c5a63f6ff1ce14c4c370391fea0
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xab0cade843b0e9172e281519d6634fbba883f066,60708,vebao-0xab0cade843b0e9172e281519d6634fbba883f066
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x93157e52bcb2bf420a34e0e665b004c260688148,60708,vebao-0x93157e52bcb2bf420a34e0e665b004c260688148
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x56887fb677ff722297b32180f8c305918be47f1e,60708,vebao-0x56887fb677ff722297b32180f8c305918be47f1e
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x4103d089d9c21eab84718569440819625cde6b34,60708,vebao-0x4103d089d9c21eab84718569440819625cde6b34
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x16999559145868be9c969a665ff04686d60170ac,60708,vebao-0x16999559145868be9c969a665ff04686d60170ac
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x8b9704a65f25e8c555ab2a9cdcf4b04941dcc423,58363,vebao-0x8b9704a65f25e8c555ab2a9cdcf4b04941dcc423
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x1b43bcaf30a19d3c619e8aff02fe134f66aadc8b,56628,vebao-0x1b43bcaf30a19d3c619e8aff02fe134f66aadc8b
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x53de09a5097b3853d45f03849dd67a2ea8671ff6,55907,vebao-0x53de09a5097b3853d45f03849dd67a2ea8671ff6
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x97e931494a837ecde1d2f152fcef1c2f5e093356,54017,vebao-0x97e931494a837ecde1d2f152fcef1c2f5e093356
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x7ca2b8b8a6c81cbd6d69267bc7854273d048294d,53890,vebao-0x7ca2b8b8a6c81cbd6d69267bc7854273d048294d
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xd9d927f3d13da36eb3b34fa644f2c81a85ab9a86,50781,vebao-0xd9d927f3d13da36eb3b34fa644f2c81a85ab9a86
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9c7efb0bcc09283861cd06ea5cfd1618989a4cfa,49066,vebao-0x9c7efb0bcc09283861cd06ea5cfd1618989a4cfa
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x67a970a687d38d7f290093f759aed111ce0f0e20,48231,vebao-0x67a970a687d38d7f290093f759aed111ce0f0e20
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9c365473138bc59bf3df1ff3e49d015a6d39e58c,47886,vebao-0x9c365473138bc59bf3df1ff3e49d015a6d39e58c
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x930ad86e4f3e79c101cc71b03145e376e5bb618f,47400,vebao-0x930ad86e4f3e79c101cc71b03145e376e5bb618f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc814d2ef6d893568c74cd969eb6f72a62fc261f7,45531,vebao-0xc814d2ef6d893568c74cd969eb6f72a62fc261f7
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xb946cc36e1785546e2c87bfc956134cfb988343f,44610,vebao-0xb946cc36e1785546e2c87bfc956134cfb988343f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x28e440b61c1afb745724ded7758c298cd9cba8be,42500,vebao-0x28e440b61c1afb745724ded7758c298cd9cba8be
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x8338fc271b409904dfa9260b8ec224d4c5da62eb,42399,vebao-0x8338fc271b409904dfa9260b8ec224d4c5da62eb
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9dfe1a419cf2dfdf8cb48998a8984c014d9192ff,42057,vebao-0x9dfe1a419cf2dfdf8cb48998a8984c014d9192ff
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc32cda7871b667ccc2a3cc678219b72796e98b11,41860,vebao-0xc32cda7871b667ccc2a3cc678219b72796e98b11
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x31a4e449238547158a55558024e08234e574cc35,40468,vebao-0x31a4e449238547158a55558024e08234e574cc35
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x681f35f297751eadee27bbc5b6da0f830c029d29,36991,vebao-0x681f35f297751eadee27bbc5b6da0f830c029d29
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc982dec7ef824b42b11f5e59d3cd7c5ed9b5937b,35348,vebao-0xc982dec7ef824b42b11f5e59d3cd7c5ed9b5937b
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9b2ad4394da65f6bf889cd198fabfbfc6cc3af6a,35333,vebao-0x9b2ad4394da65f6bf889cd198fabfbfc6cc3af6a
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xcc03c12c10bdaf82319ed62efa9dc3d6ed7a5865,32700,vebao-0xcc03c12c10bdaf82319ed62efa9dc3d6ed7a5865
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x81e6782f72dac4cc5f6035484ddf67746ceb0be9,32607,vebao-0x81e6782f72dac4cc5f6035484ddf67746ceb0be9
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x63bb46461696416fac820bf871375274d97b128e,30046,vebao-0x63bb46461696416fac820bf871375274d97b128e
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x90b6e4b72b9994237192843e26108639a57895d9,29382,vebao-0x90b6e4b72b9994237192843e26108639a57895d9
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xdcc8d7846f4f957cc58b357994f916d12c7cca95,28039,vebao-0xdcc8d7846f4f957cc58b357994f916d12c7cca95
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc9a6d3768f4d3a209fbc3e93808d106c34a05041,27683,vebao-0xc9a6d3768f4d3a209fbc3e93808d106c34a05041
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x68dd8f58152482a063ea23e34408ab91940dbb92,27533,vebao-0x68dd8f58152482a063ea23e34408ab91940dbb92
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x67f5ff6d613d6bf0296d45206ce0753bb2232ee4,27026,vebao-0x67f5ff6d613d6bf0296d45206ce0753bb2232ee4
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x2316a9ba091517f1ad99f8d5a215b1986770153f,26979,vebao-0x2316a9ba091517f1ad99f8d5a215b1986770153f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x1f660f4c9e0c833520eefe7e207249b3fa7db92f,24850,vebao-0x1f660f4c9e0c833520eefe7e207249b3fa7db92f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xdc7f3c5fc1ce22e8d8f2c35029055bcc06ea1dfc,24443,vebao-0xdc7f3c5fc1ce22e8d8f2c35029055bcc06ea1dfc
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x8f3ddf567bff663d61a12a5d5f42f2e6f220f89c,24167,vebao-0x8f3ddf567bff663d61a12a5d5f42f2e6f220f89c
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x878c433a5e0bf6e9b11a13a448e19956605fa516,24109,vebao-0x878c433a5e0bf6e9b11a13a448e19956605fa516
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc301cd9448dc174a6c348f0f45eff27f523e5c43,23865,vebao-0xc301cd9448dc174a6c348f0f45eff27f523e5c43
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x45fd07c63e5c316540f14b2002b085aee78e3881,23821,vebao-0x45fd07c63e5c316540f14b2002b085aee78e3881
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xac0630d602f71f77a60aededd4e1b86b1dce741f,23555,vebao-0xac0630d602f71f77a60aededd4e1b86b1dce741f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x8088d813d11347447e7229ca42d3570799c12def,22053,vebao-0x8088d813d11347447e7229ca42d3570799c12def
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xc86df18dd09e0c756a4729af8ded63bec651a6c9,21558,vebao-0xc86df18dd09e0c756a4729af8ded63bec651a6c9
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x96bff4e808bfbdb6b4381460bee90d67cc33bdbe,20663,vebao-0x96bff4e808bfbdb6b4381460bee90d67cc33bdbe
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x5ef16d26dfe3e31711d5091e27d0c8150f03daa8,20575,vebao-0x5ef16d26dfe3e31711d5091e27d0c8150f03daa8
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xf56036f6a5d9b9991c209dcbc9c40b2c1cd46540,19996,vebao-0xf56036f6a5d9b9991c209dcbc9c40b2c1cd46540
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x8b9d5fe18ece390166e7ae5e664df031dd85b685,19060,vebao-0x8b9d5fe18ece390166e7ae5e664df031dd85b685
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xb9893dee837b4ffdce39522dc06069a94d30889e,18821,vebao-0xb9893dee837b4ffdce39522dc06069a94d30889e
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x81b7bab05fbd8a51dc831a5e442db0a0c40360bf,17888,vebao-0x81b7bab05fbd8a51dc831a5e442db0a0c40360bf
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x22cab0b36cc4ec24bfd5732d07828b45e7547f9e,17644,vebao-0x22cab0b36cc4ec24bfd5732d07828b45e7547f9e
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xe809968423551135675f38ca77d9595c5d225918,17459,vebao-0xe809968423551135675f38ca77d9595c5d225918
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x2d59e650a72e3a707cdf4eb74b5b9988586b2d3f,16372,vebao-0x2d59e650a72e3a707cdf4eb74b5b9988586b2d3f
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x0d51d069ecf91b13db666708f3e1610af79b9eed,16345,vebao-0x0d51d069ecf91b13db666708f3e1610af79b9eed
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xbf1801e681f13a697630a364396fa8eb4b1987dd,16167,vebao-0xbf1801e681f13a697630a364396fa8eb4b1987dd
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xa792fefe0e59fa17cb181bbcbcd6f159af3dd18b,16037,vebao-0xa792fefe0e59fa17cb181bbcbcd6f159af3dd18b
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xf3c75fa889fd17c0e4b48ab212815046080ed3ea,15561,vebao-0xf3c75fa889fd17c0e4b48ab212815046080ed3ea
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xfc9d0e662510f57583ffe2e9c8ed24cd420fc629,15516,vebao-0xfc9d0e662510f57583ffe2e9c8ed24cd420fc629
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,15394,vebao-0xe72eb31b59f85b19499a0f3b3260011894fa0d65
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xa52093dc50f2596abadb56dc643630e61944aba9,15310,vebao-0xa52093dc50f2596abadb56dc643630e61944aba9
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x7374bb48a5fdc16c9b216f3fcc60b105c73d1806,14557,vebao-0x7374bb48a5fdc16c9b216f3fcc60b105c73d1806
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x9e38d938e909e15c155e35fc2dbb9008a1d019af,14185,vebao-0x9e38d938e909e15c155e35fc2dbb9008a1d019af
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x738060850dd1ee73639bb2c116307ad439727c15,14174,vebao-0x738060850dd1ee73639bb2c116307ad439727c15
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x866dd3c217ef41945bab3cafa30746267727adfe,14048,vebao-0x866dd3c217ef41945bab3cafa30746267727adfe
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x09f5644c9fd0a758104b0a43b1ec4cbbecd9e6b8,13870,vebao-0x09f5644c9fd0a758104b0a43b1ec4cbbecd9e6b8
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x7a2269e15d34fc2a69e4c598a7dc51733ae93638,13573,vebao-0x7a2269e15d34fc2a69e4c598a7dc51733ae93638
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x0c7fccb3a6ac6e0d3764fa7d40b8be79ce04a012,13523,vebao-0x0c7fccb3a6ac6e0d3764fa7d40b8be79ce04a012
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,13464,vebao-0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b
erc20,0xDA187eB6F4D7eE3a0b8f5cd81eED8d347f5693aD,0xbcb5365ee5018dfe341929b400d7dbfd452d8fd9,13178,vebao-0xbcb5365ee5018dfe341929b400d7dbfd452d8fd9
